sameAsWork,guid,work_title,user_name,user_mail,status,promote,sticky,lng,issued,field_creator_url,field_creator_title,field_access,formats,simple_type,field_subject_area,field_ddc,languages,field_topic,field_location_taxonomize_terms,field_license,field_ilc,field_autor,alt_title,english_title,description,country,locality,postal_code,street,field_contact
http://publications.europa.eu/resource/dataset/dps-usage,cf39c98b-d898-11e9-9c4e-01aa75ed71a1.0001.03,DPS usage,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-09-18,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,DPS usage name authority list,DPS usage,"This table provides a list wether a dynamic purchasing system is involved in a procurement and, in case of central purchasing bodies, whether it can be used by buyers not listed in the notice of the Official Journal of the European Union.",LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/economic-operator-size,54701bfd-d899-11e9-9c4e-01aa75ed71a1.0001.03,Economic operator size,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-09-18,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Economic operator size name authority list,Economic operator size,"This table provides the different categories in which the tenderers to whom a contract can be awarded are classified, according to their size (using as criteria the number of employees).",LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/environmental-impact,4a8f1e19-d899-11e9-9c4e-01aa75ed71a1.0001.03,Environmental impact,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-09-18,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Environmental impact name authority list,Environmental impact,"This table provides the information about whether a procurement includes (and how) an approach to reducing the environmental impacts of the work, supply or service used in the technical specifications, award criteria, selection criteria or contract performance conditions or not.",LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/eu-budget-amount-status,e99b50e5-261c-11e8-ac73-01aa75ed71a1.0001.02,EU budget amount status,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2016-09-21,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,EU budget amount status name authority list,EU budget amount status,This table provides possible statuses for amounts in the EU budget. It has been developed specifically for the EU budget as Linked Open Data project.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/eu-budget-stage,e3842c3b-261c-11e8-ac73-01aa75ed71a1.0001.02,EU budget stage,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2016-09-21,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,EU budget stage name authority list,EU budget stage,This table provides possible stages of the EU budget preparatory actions and pilot projects. It has been developed specifically for the EU budget as Linked Open Data project.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/eu-budget-status,c5f18810-2611-11e8-ac73-01aa75ed71a1.0001.02,EU budget status,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2016-09-21,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,EU budget status name authority list,EU budget status,This table provides possible statuses of the EU budget preparatory actions and pilot projects. It has been developed specifically for the EU budget as Linked Open Data project.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/eu-programme,aaf54456-2611-11e8-ac73-01aa75ed71a1.0001.02,EU programme,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2018-07-25,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,EU programme name authority list,EU programme,This table provides programmes financially supported by the EU. It has been developed specifically for the EU budget as Linked Open Data project. It will be completed with other programmes at a later stage.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/eurovoc,9f2bd600-ae7b-11e7-837e-01aa75ed71a1.0001.09,EuroVoc,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2014-12-10,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,thesaurus,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,EuroVoc thesaurus,EuroVoc,"EuroVoc is a multilingual, multidisciplinary thesaurus covering the activities of the EU, the European Parliament in particular. It contains terms in 23 EU languages (Bulgarian, Croatian, Czech, Danish, Dutch, English, Estonian, Finnish, French, German, Greek, Hungarian, Italian, Latvian, Lithuanian, Maltese, Polish, Portuguese, Romanian, Slovak, Slovenian, Spanish and Swedish), plus in three languages of countries which are candidates for EU accession: македонски (mk), shqip (sq) and cрпски (sr).",LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/event,298442af-75c5-11e7-b2f2-01aa75ed71a1.0001.10,Event,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2012-07-05,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Event name authority list,Event,"This authority table has been set up in order to harmonize and to trace historically the various events triggered by an agent within the procedures and associated to a resource type.The various sources of information were extracted from Pegase and Prelex and provided by the ""C.2.003 Gestion documentaire – Procédures législatives"" section.The approach will be the same as for other authority tables, for each concept (for each event): <ul><li>one PrefLabel (label), one abbreviated label</li><li>one OP authority code (OP-code) used for identifying the concept and used in the URI</li> </ul>Codes marked in <span style='font-style:italic;'>italic</span> are obsolete and should not be used, except in the case of back-log work.The sheet ""Metadata codes and names"" contains the events known to OP at the present time. New entries will be added once they will have been agreed with the IMMC members.",LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/file-status,cb5cda16-fe0d-11e8-a96d-01aa75ed71a1.0001.02,File status,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2018-12-12,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,File status name authority list,File status,The file-status authority table describes the different stages in the life cycle of an act (or in the decision-making process of an act) from the moment it is launched until the final step is completed.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/file-type,082d074a-2b56-11e7-9412-01aa75ed71a1.0001.10,File type,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2012-12-12,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,File type name authority list,File type,"The File types NAL lists the different types of (digital) files (e.g. PDF, XML, DOC, …).",LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/form-type,d49f5074-d898-11e9-9c4e-01aa75ed71a1.0001.03,Form type,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-09-18,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Form type name authority list,Form type,This table provides the codes and values used for the type of forms according to procurement legislation.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/formjug,2971cc1e-75c5-11e7-b2f2-01aa75ed71a1.0001.08,Formation of the Court,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2014-05-21,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Formation of the Court name authority list,Formation of the Court,"This table shows the composition of all three Union courts: Court of Justice, the General Court and the Civil Service Tribunal according to the case they are seized with (Articles 251, 254 and 257 of the Treaty on the Functioning of the European Union (TFEU)).<br><br>More detailed information can be found in the Statute of the Court of Justice of the European Union common to all three courts, as well as in the respective Rules of Procedure of these courts, available on the website of the Court of Justice of the European Union:<ul><li>Statute of the Court of Justice of the European Union (1-7-2013) : <a href=""http://curia.europa.eu/jcms/upload/docs/application/pdf/2012-10/staut_cons_en.pdf"">http://curia.europa.eu/jcms/upload/docs/application/pdf/2012-10/staut_cons_en.pdf</a></li><li>Rules of Procedure of the Court of Justice (18-6-2013): <a href=""http://curia.europa.eu/jcms/upload/docs/application/pdf/2012-10/rp_en.pdf"">http://curia.europa.eu/jcms/upload/docs/application/pdf/2012-10/rp_en.pdf</a></li><li>Rules of Procedure of the General Court (1-7-2013):<a href=""http://curia.europa.eu/jcms/upload/docs/application/pdf/2008-09/txt7_2008-09-25_14-08-6_431.pdf"">http://curia.europa.eu/jcms/upload/docs/application/pdf/2008-09/txt7_2008-09-25_14-08-6_431.pdf</a></li><li>Rules of Procedure of the European Union Civil Service Tribunal (1-7-2011): <a href=""http://curia.europa.eu/jcms/upload/docs/application/pdf/2010-04/rp_14_04_2010_en.pdf"">http://curia.europa.eu/jcms/upload/docs/application/pdf/2010-04/rp_14_04_2010_en.pdf</a></li></ul>These concepts are used for the production of reports of cases before the Court and to publish the case-law on the EUR-Lex site: http://eur-lex.europa.eu/collection/eu-law/eu-case-law.html<br><br>The concepts are put in alphabetical order. The columns featuring <img src=""../../../../shared/img/bg.gif""> can be displayed in descending or ascending order.<br><br>",LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/framework-agreement,0ca07900-d899-11e9-9c4e-01aa75ed71a1.0001.03,Framework agreement,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-09-18,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Framework agreement name authority list,Framework agreement,This table provides the list of codes to distinguish the different type framework agreement involved in a tender.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/frequency,87532442-261d-11e8-ac73-01aa75ed71a1.0001.02,Frequency,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2015-04-10,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Frequency name authority list,Frequency,This table provides the accrual periodicities in the 24 official languages of the European Union.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/grammatical-alternation,a0118100-26c3-11e8-ac73-01aa75ed71a1.0001.02,Grammatical alternation,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2018-06-20,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Grammatical alternation name authority list,Grammatical alternation,The Grammatical alternation NAL captures the phonological alternations based on whether the first letter of the succeeding word is a consonant or a vowel. It is used for but not limited to number forms in the Maltese language.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/grammatical-consciousness,898f2ca4-26c3-11e8-ac73-01aa75ed71a1.0001.02,Grammatical consciousness,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2016-08-31,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Grammatical consciousness name authority list,Grammatical consciousness,The Grammatical consciousness NAL provides the grammatical features regarding consciousness of a substantive. This NAL is designed to capture number forms variations in the Irish language.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/grammatical-gender,9e22f76a-26c3-11e8-ac73-01aa75ed71a1.0001.02,Grammatical gender,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2016-08-31,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Grammatical gender name authority list,Grammatical gender,The Grammatical gender NAL provides the list of the grammatical genders.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/grammatical-number,93a56b64-26c3-11e8-ac73-01aa75ed71a1.0001.02,Grammatical number,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2016-08-31,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Grammatical number name authority list,Grammatical number,The Grammatical number NAL provides the list of the grammatical numbers.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/honorific,aa98a564-2611-11e8-ac73-01aa75ed71a1.0001.02,Honorific,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2015-02-17,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Honorific name authority list,Honorific,This table provides the honorific titles used in addressing or referring to a person as used in the EU Whoiswho.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/human-sex,12e3b382-278b-11e8-ac73-01aa75ed71a1.0001.02,Human sex,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2015-06-10,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Human sex name authority list,Human sex,This table provides the list of human sexes.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/innovative-acquisition,8540560c-d89a-11e9-9c4e-01aa75ed71a1.0001.03,Innovative acquisition,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-09-18,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Innovative acquisition name authority list,Innovative acquisition,"This table provides the codes and values used for the type of innovative works, supplies or services being procured within the context of public procurement.",LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/internal-procedure,18efb6b8-1d67-11e8-ac73-01aa75ed71a1.0001.03,Internal procedure,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2018-02-28,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Internal procedure name authority list,Internal procedure,This authority table lists the different internal procedures of the institutions involved in the legislative process.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/label-type,faef32f4-261c-11e8-ac73-01aa75ed71a1.0001.02,Label type,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2015-02-17,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Label type name authority list,Label type,This table provides the various forms of labels that are considered as 'alternative labels' in the SKOS format. It is an internal table used at the Publications Office of the EU.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/language,16cdd72e-2b56-11e7-9412-01aa75ed71a1.0001.10,Language,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2012-07-05,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Language name authority list,Language,"<br/> <br/>The language code table is based on ISO 639 standard which is issued in several parts:<br/><ul><li>ISO 639-1 contains strictly two alphabetic letters, called α-2,</li><li>ISO 639-2/B ""B"" = bibliographic – α-3 is used for bibliographic purpose,</li><li>ISO 639-2/T ""T"" = terminology – α-3 is used for technical purpose,</li><li>ISO 639-3 α-3 covers all the languages and macro-languages of the world; the values are compliant with ISO 639-2/T.</li></ul><br/><br/>",LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/legal-basis,9ab108a7-d899-11e9-9c4e-01aa75ed71a1.0001.03,Legal basis,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-09-18,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Legal basis name authority list,Legal basis,This table provides the legal basis based on the legal acts used for a given public procurement procedure. The table is provided by the Publications Office.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/licence,dcae9991-261c-11e8-ac73-01aa75ed71a1.0001.02,Licence,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2015-06-10,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Licence name authority list,Licence,This table provides the European Commission Reuse Notice and a list of standard licences available internationally.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/licence-domain,92514d13-26c3-11e8-ac73-01aa75ed71a1.0001.02,Licence domain,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-06-19,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Licence domain name authority list,Licence domain,The Licence domain NAL provides a list of domains covered by licences.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/main-activity,cfffffbe-d898-11e9-9c4e-01aa75ed71a1.0001.03,Main activity,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-09-18,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Main activity name authority list,Main activity,"
					       <p>This table provides the list of main activities of the buyers.</p>
					       <p>The codes associated with contracting authorities are derived from the top level of the Classification of the functions of the government (COFOG) from the United Nations Statistics Division.</p>
					       <p>The codes associated with contracting entities are derived from sectors explicitly falling within the sectoral directive (2014/25/EU Art. 8 - Art. 14).</p>",LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/measurement-unit,0de39c25-3510-11e9-8d04-01aa75ed71a1.0001.02,Measurement unit,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-09-18,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Measurement unit name authority list,Measurement unit,Measurement unit,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/membership-classification,0e695e21-25fd-11e8-ac73-01aa75ed71a1.0001.02,Membership classification,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2017-03-15,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Membership classification name authority list,Membership classification,"The Membership classification NAL provides a list of politico-economic units for classifying countries, localities or languages. This NAL focuses mainly on units with European relevance.",LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/missing-info-submission,d13375b2-d898-11e9-9c4e-01aa75ed71a1.0001.03,Missing info submission,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-09-18,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Missing info submission name authority list,Missing info submission,This table provides the list of codes indicating wether tenderer-related information (complete or parcial) can be supplemented even after the submission deadline.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/modification-justification,86e4420e-d89a-11e9-9c4e-01aa75ed71a1.0001.03,Modification justification,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-09-18,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Modification justification name authority list,Modification justification,This table provides the main reasons for modifying a contract within the domain of public procurement.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/modification-type,37fbb7a0-75c5-11e7-b2f2-01aa75ed71a1.0001.08,Modification type,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-06-19,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Modification type name authority list,Modification type,The Modification type NAL provides a list of modifications to the legal act resulting from instructions in the modifying act or corrigenda.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/multilingual,081e8859-2b56-11e7-9412-01aa75ed71a1.0001.10,Multilingual,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2012-09-13,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Multilingual name authority list,Multilingual,"<br>The multilingual code table is based on the language authority table. It contains language combinations used for catalogue purposes. The EU publications generally use two-character codes, the first two positions of the authority code. <br><br>The codes and names follow their alphabetical order, so the elements of the same entry could be in different order, e.g. 2Y0 French, Spanish; FRA | SPA; fre | spa; es | fr. <br><br><br>",LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/non-award-justification,86ef3e8f-d89a-11e9-9c4e-01aa75ed71a1.0001.03,Non award justification,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-09-18,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Non award justification name authority list,Non award justification,This table provides the list of reasons of the buyer for not choosing a winner in the procurement procedure.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
http://publications.europa.eu/resource/dataset/notation-type,077d1832-2b56-11e7-9412-01aa75ed71a1.0001.05,Notation type,PublicationsEuropeEU,op-eu-vocabularies@publications.europa.eu,1,1,0,EN,2019-06-19,http://viaf.org/viaf/229069752,Publications Office of the European Union,Free,SKOS,name authority list,"General works, Computer science and Information",001 Knowledge,English,government,Luxembourg,CC BY-SA: Creative Commons Attribution-ShareAlike License,V: general class,Publications Office of the European Union,Notation type name authority list,Notation type,The Notation type NAL provides the list of notation types used in authority tables.,LU,Luxembourg,L-2985,2 rue Mercier,OP-EU-VOCABULARIES@publications.europa.eu
